0001_001_20050913115022_Range.png,0001_001_20050913115022_Portrait.png,1,1,1,0,1,1,0,0,0,0,1,0,0,0
0002_002_20050913094354_Range.png,0002_002_20050913094354_Portrait.png,2,1,1,0,1,0,0,1,0,0,0,0,0,0
0003_003_20050913094955_Range.png,0003_003_20050913094955_Portrait.png,3,0,0,2,1,0,0,1,0,0,0,0,0,0
0004_003_20050913121710_Range.png,0004_003_20050913121710_Portrait.png,3,0,0,2,1,0,0,0,1,0,0,0,0,0
0005_004_20050913101316_Range.png,0005_004_20050913101316_Portrait.png,4,1,1,2,1,0,0,1,0,0,0,0,0,0
0006_004_20050913124043_Range.png,0006_004_20050913124043_Portrait.png,4,1,1,2,1,0,0,0,1,0,0,0,0,0
0007_005_20050913093707_Range.png,0007_005_20050913093707_Portrait.png,5,0,1,0,1,0,0,0,1,0,0,0,0,0
0008_005_20050913120028_Range.png,0008_005_20050913120028_Portrait.png,5,0,1,0,1,0,0,1,0,0,0,0,0,0
0009_006_20050913122608_Range.png,0009_006_20050913122608_Portrait.png,6,0,1,2,1,0,0,1,0,0,0,0,0,0
0010_007_20050913094809_Range.png,0010_007_20050913094809_Portrait.png,7,0,1,0,1,0,0,1,0,0,0,0,0,0
0011_008_20050913123954_Range.png,0011_008_20050913123954_Portrait.png,8,0,1,3,1,0,0,1,0,0,0,0,0,0
0012_009_20050913095944_Range.png,0012_009_20050913095944_Portrait.png,9,0,1,0,1,1,0,0,0,0,1,0,0,0
0013_009_20050913122258_Range.png,0013_009_20050913122258_Portrait.png,9,0,1,0,1,1,0,0,0,0,1,0,0,0
0014_010_20050913093018_Range.png,0014_010_20050913093018_Portrait.png,10,1,0,0,1,0,0,1,0,0,0,0,0,0
0015_010_20050913123835_Range.png,0015_010_20050913123835_Portrait.png,10,1,0,0,1,0,0,0,1,0,0,0,0,0
0016_011_20050913100034_Range.png,0016_011_20050913100034_Portrait.png,11,0,0,2,1,0,0,0,1,0,0,0,0,0
0017_011_20050913123018_Range.png,0017_011_20050913123018_Portrait.png,11,0,0,2,1,0,0,1,0,0,0,0,0,0
0018_012_20050913095525_Range.png,0018_012_20050913095525_Portrait.png,12,0,1,0,1,0,0,1,0,0,0,0,0,0
0019_012_20050913123755_Range.png,0019_012_20050913123755_Portrait.png,12,0,1,0,1,0,0,0,1,0,0,0,0,0
0020_013_20050913093233_Range.png,0020_013_20050913093233_Portrait.png,13,0,0,4,1,0,0,0,1,0,0,0,0,0
0021_013_20050913115731_Range.png,0021_013_20050913115731_Portrait.png,13,0,0,4,1,0,0,1,0,0,0,0,0,0
0022_014_20050913114822_Range.png,0022_014_20050913114822_Portrait.png,14,0,1,0,1,1,0,0,0,0,1,0,0,0
0023_015_20050913101603_Range.png,0023_015_20050913101603_Portrait.png,15,0,1,0,1,0,0,1,0,0,0,0,0,0
0024_015_20050913121957_Range.png,0024_015_20050913121957_Portrait.png,15,0,1,0,1,0,0,0,1,0,0,0,0,0
0025_016_20050913094632_Range.png,0025_016_20050913094632_Portrait.png,16,0,0,0,1,1,0,0,0,0,1,0,0,0
0026_016_20050913121216_Range.png,0026_016_20050913121216_Portrait.png,16,0,0,0,1,1,0,0,0,0,1,0,0,0
0027_017_20050913100705_Range.png,0027_017_20050913100705_Portrait.png,17,0,1,0,1,0,0,1,0,0,0,0,0,0
0028_017_20050913123229_Range.png,0028_017_20050913123229_Portrait.png,17,0,1,0,1,0,0,0,1,0,0,0,0,0
0029_018_20050913100926_Range.png,0029_018_20050913100926_Portrait.png,18,0,1,0,1,0,0,0,1,0,0,0,0,0
0030_018_20050913123432_Range.png,0030_018_20050913123432_Portrait.png,18,0,1,0,1,0,0,1,0,0,0,0,0,0
0031_019_20050913101347_Range.png,0031_019_20050913101347_Portrait.png,19,0,1,0,1,0,0,1,0,0,0,0,0,0
0032_019_20050913124318_Range.png,0032_019_20050913124318_Portrait.png,19,0,1,0,1,1,0,0,0,1,0,0,0,0
0033_020_20050913110105_Range.png,0033_020_20050913110105_Portrait.png,20,0,0,0,1,0,0,0,1,0,0,0,0,0
0034_020_20050913124459_Range.png,0034_020_20050913124459_Portrait.png,20,0,0,0,1,0,0,1,0,0,0,0,0,0
0035_021_20050913093054_Range.png,0035_021_20050913093054_Portrait.png,21,0,1,0,1,0,0,1,0,0,0,0,0,0
0036_021_20050913115942_Range.png,0036_021_20050913115942_Portrait.png,21,0,1,0,1,1,0,0,0,1,0,0,0,0
0037_022_20050913100304_Range.png,0037_022_20050913100304_Portrait.png,22,0,0,4,1,0,0,0,1,0,0,0,0,0
0038_022_20050913122903_Range.png,0038_022_20050913122903_Portrait.png,22,0,0,4,1,0,0,1,0,0,0,0,0,0
0039_023_20050913110844_Range.png,0039_023_20050913110844_Portrait.png,23,1,0,0,1,0,0,1,0,0,0,0,0,0
0040_023_20050913124727_Range.png,0040_023_20050913124727_Portrait.png,23,1,0,0,1,0,0,0,1,0,0,0,0,0
0041_024_20050913101837_Range.png,0041_024_20050913101837_Portrait.png,24,0,1,4,1,0,0,1,0,0,0,0,0,0
0042_024_20050913123913_Range.png,0042_024_20050913123913_Portrait.png,24,0,1,4,1,0,0,0,1,0,0,0,0,0
0043_025_20050913092857_Range.png,0043_025_20050913092857_Portrait.png,25,1,0,0,1,1,0,0,0,1,0,0,0,0
0044_025_20050913092938_Range.png,0044_025_20050913092938_Portrait.png,25,1,0,0,1,1,0,0,0,1,0,0,0,0
0045_025_20050913115450_Range.png,0045_025_20050913115450_Portrait.png,25,1,0,0,1,0,0,1,0,0,0,0,0,0
0046_026_20050913094903_Range.png,0046_026_20050913094903_Portrait.png,26,1,1,0,1,0,0,1,0,0,0,0,0,0
0047_026_20050913121454_Range.png,0047_026_20050913121454_Portrait.png,26,1,1,0,1,1,0,0,0,1,0,0,0,0
0048_027_20050913095902_Range.png,0048_027_20050913095902_Portrait.png,27,0,0,2,1,0,0,0,1,0,0,0,0,0
0049_027_20050913122419_Range.png,0049_027_20050913122419_Portrait.png,27,0,0,2,1,0,0,1,0,0,0,0,0,0
